seqnames	start	end	strand	gene	ENTREZID	product	gbkey
14	64591185	64591271	+	Mir3078	100526520	microRNA 3078	precursor_RNA
14	64624577	64624692	+	Gm36924	102640998	predicted gene, 36924	ncRNA
14	64652490	64652656	+	Kif13b	16554	kinesin family member 13B, transcript variant X4	mRNA
14	64949577	64949904	-	Hmbox1	219150	homeobox containing 1, transcript variant X11	mRNA
14	64832690	64839468	+	LOC105245783	105245783	60S ribosomal protein L35a pseudogene	misc_RNA
14	64921754	64922189	+	Gm4573	100043657	NA	exon
14	64950045	64950399	+	Ints9	210925	integrator complex subunit 9, transcript variant 2	mRNA
14	65044584	65046682	-	Gm29957	102631680	predicted gene, 29957, transcript variant X2	ncRNA
14	65149810	65149899	-	Extl3	54616	exostoses (multiple)-like 3, transcript variant X1	mRNA
14	65174888	65174945	-	Gm30008	102631745	predicted gene, 30008, transcript variant X2	ncRNA
14	65172370	65172434	+	LOC105245784	105245784	uncharacterized LOC105245784, transcript variant X6	ncRNA
14	65262332	65262463	-	Fzd3	14365	frizzled homolog 3 (Drosophila)	mRNA
14	65204205	65209282	+	LOC105245785	105245785	NA	exon
14	65266123	65266783	+	Fbxo16	50759	F-box protein 16, transcript variant X1	mRNA
14	65299021	65299179	-	LOC105245786	105245786	uncharacterized LOC105245786	ncRNA
14	65358450	65358755	+	Zfp395	380912	zinc finger protein 395, transcript variant X1	mRNA
14	65376370	65382181	-	LOC105245787	105245787	uncharacterized LOC105245787	ncRNA
14	65425138	65425472	-	Pnoc	18155	prepronociceptin, transcript variant 2	mRNA
14	65465797	65465820	+	9530047P18Rik	78419	RIKEN cDNA 9530047P18 gene, transcript variant X3	ncRNA
14	65515167	65515238	-	Gm30179	102631994	predicted gene, 30179	ncRNA
14	65592982	65593112	-	Elp3	74195	elongator acetyltransferase complex subunit 3, transcript variant 2	mRNA
14	65531607	65535020	+	LOC105245788	105245788	uncharacterized LOC105245788	ncRNA
14	65593499	65593641	+	Nuggc	100503545	nuclear GTPase, germinal center associated, transcript variant X1	mRNA
14	65619279	65619306	-	Gm30245	102632076	predicted gene, 30245, transcript variant X2	ncRNA
14	65666403	65666746	+	Scara5	71145	scavenger receptor class A, member 5 (putative), transcript variant 1	mRNA
14	65805911	65806134	+	Pbk	52033	PDZ binding kinase	mRNA
14	65833802	65833969	-	Esco2	71988	establishment of cohesion 1 homolog 2 (S. cerevisiae)	mRNA
14	65837302	65837484	+	Ccdc25	67179	coiled-coil domain containing 25	mRNA
14	65903037	65903090	+	LOC105245789	105245789	uncharacterized LOC105245789, transcript variant X1	ncRNA
14	65953496	65953744	-	Scara3	219151	scavenger receptor class A, member 3	mRNA
14	65921202	65924617	+	LOC105245790	105245790	uncharacterized LOC105245790	ncRNA
14	65960724	65961614	-	Gm19222	100418454	NA	exon
14	65968483	65968688	+	Clu	12759	clusterin	mRNA
14	66009045	66009254	-	Gulo	268756	gulonolactone (L-) oxidase, transcript variant X1	mRNA
14	66077650	66077856	-	Adam2	11495	a disintegrin and metallopeptidase domain 2, transcript variant X1	mRNA
14	66044941	66046083	+	Gm10233	100043675	NA	exon
14	66124335	66124522	-	Ephx2	13850	epoxide hydrolase 2, cytoplasmic, transcript variant 1	mRNA
14	66133238	66133408	+	Chrna2	110902	cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal), transcript variant X3	mRNA
14	66280883	66281066	-	Ptk2b	19229	PTK2 protein tyrosine kinase 2 beta, transcript variant X1	mRNA
14	66296809	66297129	-	1700001G11Rik	69303	RIKEN cDNA 1700001G11 gene	ncRNA
14	66297025	66297549	+	Trim35	66854	tripartite motif-containing 35	mRNA
14	66343688	66343818	-	LOC105245791	105245791	uncharacterized LOC105245791	ncRNA
14	66344303	66344411	+	Stmn4	56471	stathmin-like 4, transcript variant X2	mRNA
14	66472587	66472615	-	LOC105245792	105245792	uncharacterized LOC105245792	ncRNA
14	66494528	66494727	-	LOC105245793	105245793	uncharacterized LOC105245793, transcript variant X1	ncRNA
14	66635017	66635603	+	Adra1a	11549	adrenergic receptor, alpha 1a, transcript variant X2	mRNA
14	66797884	66798429	-	Gm9130	668366	NA	exon
14	66910442	66910919	-	Dpysl2	12934	dihydropyrimidinase-like 2, transcript variant X1	mRNA
14	66868850	66871005	+	Gm5464	432870	predicted gene 5464	mRNA
14	66900682	66903944	+	Pnma2	239157	paraneoplastic antigen MA2, transcript variant X2	mRNA
14	67008688	67008894	-	Bnip3l	12177	BCL2/adenovirus E1B interacting protein 3-like, transcript variant X1	mRNA
14	67072090	67072471	-	Ppp2r2a	71978	protein phosphatase 2, regulatory subunit B, alpha, transcript variant 2	mRNA
14	67159163	67159583	+	Gm30438	102632339	predicted gene, 30438, transcript variant X15	ncRNA
14	67200534	67200717	+	Gm30806	102632838	predicted gene, 30806, transcript variant X5	ncRNA
14	67233103	67233195	-	LOC105245795	105245795	uncharacterized LOC105245795	ncRNA
14	67233292	67233956	+	Ebf2	13592	early B cell factor 2, transcript variant 1	mRNA
14	67262421	67269519	-	LOC105245794	105245794	uncharacterized LOC105245794	ncRNA
14	67314425	67314711	-	Gm6878	628416	predicted gene 6878	mRNA
14	67397719	67397742	-	4930438E09Rik	73977	RIKEN cDNA 4930438E09 gene	ncRNA
14	67436596	67437171	-	Gm10860	100038671	predicted gene 10860	ncRNA
14	67476833	67476954	+	LOC328436	328436	uncharacterized LOC328436	ncRNA
14	67588336	67588794	-	Gm30334	102632194	NA	exon
14	67715224	67715718	-	Cdca2	108912	cell division cycle associated 2, transcript variant X3	mRNA
14	67716098	67716384	+	Kctd9	105440	potassium channel tetramerisation domain containing 9, transcript variant 3	mRNA
14	67745229	67745325	+	Gnrh1	14714	gonadotropin releasing hormone 1	mRNA
14	67749668	67750920	-	LOC105245796	105245796	uncharacterized LOC105245796	ncRNA
14	67933292	67933572	-	Dock5	68813	dedicator of cytokinesis 5	mRNA
14	67859636	67859745	-	Mir6539	102465310	microRNA 6539	precursor_RNA
14	67948154	67948250	+	LOC105245797	105245797	uncharacterized LOC105245797	ncRNA
14	68035341	68035959	-	LOC105245798	105245798	uncharacterized LOC105245798	ncRNA
14	68078665	68081797	-	Gm31107	102633226	predicted gene, 31107, transcript variant X5	ncRNA
14	68083884	68085009	+	Nefl	18039	neurofilament, light polypeptide	mRNA
14	68123740	68125004	-	Nefm	18040	neurofilament, medium polypeptide	mRNA
14	68123752	68124828	+	A230070E04Rik	100043072	RIKEN cDNA A230070E04 gene	ncRNA
14	68436316	68437512	+	Gm31227	102633392	predicted gene, 31227, transcript variant X2	ncRNA
14	68461288	68461541	-	LOC105245799	105245799	uncharacterized LOC105245799, transcript variant X3	ncRNA
14	68533624	68533689	-	Adam7	11500	a disintegrin and metallopeptidase domain 7	mRNA
14	68539967	68540087	+	LOC105245800	105245800	uncharacterized LOC105245800	ncRNA
14	68581959	68582072	-	Adamdec1	58860	ADAM-like, decysin 1	mRNA
14	68655639	68655887	-	Adam28	13522	a disintegrin and metallopeptidase domain 28, transcript variant X1	misc_RNA
14	68805106	68805168	+	Gm31281	102633463	predicted gene, 31281	ncRNA
14	68857372	68857587	-	Gm31394	102633610	predicted gene, 31394	ncRNA
14	69029882	69030597	-	LOC105245801	105245801	uncharacterized LOC105245801, transcript variant X2	ncRNA
14	69029289	69029507	+	Stc1	20855	stanniocalcin 1	mRNA
14	69158581	69159557	+	Rps2-ps5	545808	NA	exon
14	69171576	69171843	-	1700092C10Rik	73554	RIKEN cDNA 1700092C10 gene	ncRNA
14	69171802	69172048	+	Nkx2-6	18092	NK2 homeobox 6	mRNA
14	69185918	69186064	-	Gm31632	102633927	predicted gene, 31632	ncRNA
14	69190692	69190993	+	Nkx3-1	18095	NK-3 transcription factor, locus 1 (Drosophila)	mRNA
14	69211025	69213378	-	LOC105245802	105245802	uncharacterized LOC105245802	ncRNA
14	69284732	69284967	-	Slc25a37	67712	solute carrier family 25, member 37, transcript variant X1	mRNA
14	69260813	69261828	-	Gm31896	102634271	predicted gene, 31896	ncRNA
14	69276643	69282755	-	Gm20236	100504453	predicted gene, 20236	misc_RNA
14	69285200	69285421	+	Gm31748	102634077	predicted gene, 31748	ncRNA
14	69313436	69313532	-	Synb	239167	syncytin b, transcript variant X1	mRNA
14	69303796	69305071	+	LOC105245807	105245807	uncharacterized LOC105245807	ncRNA
14	69312505	69313343	+	LOC105245806	105245806	uncharacterized LOC105245806	ncRNA
14	69336942	69337137	-	Gm16677	100504477	predicted gene, 16677	ncRNA
14	69337149	69337288	+	Entpd4	67464	ectonucleoside triphosphate diphosphohydrolase 4, transcript variant X1	mRNA
14	69579604	69579876	-	LOC105245805	105245805	uncharacterized LOC105245805, transcript variant X2	ncRNA
14	69502982	69503455	-	Gm21464	100862085	predicted gene, 21464, transcript variant X8	misc_RNA
14	69390417	69390556	+	Gm21451	100862072	predicted gene, 21451, transcript variant X3	mRNA
14	69503606	69503671	+	Gm32162	102634623	predicted gene, 32162	ncRNA
14	69522665	69523321	+	LOC105245804	105245804	uncharacterized LOC105245804, transcript variant X2	ncRNA
14	69530755	69531593	+	LOC105245803	105245803	uncharacterized LOC105245803, transcript variant X2	ncRNA
14	69555399	69555538	+	Gm21685	100862375	predicted gene, 21685, transcript variant X2	mRNA
14	69582280	69582566	-	LOC102634349	102634349	uncharacterized LOC102634349	ncRNA
14	69640173	69643872	-	Gm27177	102636146	predicted gene 27177, transcript variant X3	ncRNA
14	69608692	69608831	+	Loxl2	94352	lysyl oxidase-like 2, transcript variant X3	mRNA
14	69692248	69692320	+	Mir6950	102465573	microRNA 6950	precursor_RNA
14	69714779	69714809	-	R3hcc1	71843	R3H domain and coiled-coil containing 1, transcript variant 1	mRNA
14	69732191	69732570	-	Chmp7	105513	charged multivesicular body protein 7	mRNA
14	69732784	69733288	+	4930480K23Rik	75016	RIKEN cDNA 4930480K23 gene, transcript variant 1	ncRNA
14	69760314	69760610	-	Gm17740	382919	NA	exon
14	69767472	69767791	+	Tnfrsf10b	21933	tumor necrosis factor receptor superfamily, member 10b	mRNA
14	69824749	69824847	-	Rhobtb2	246710	Rho-related BTB domain containing 2, transcript variant X1	mRNA
14	69840407	69840581	+	Pebp4	73523	phosphatidylethanolamine binding protein 4, transcript variant 1	mRNA
14	69995272	69995327	-	LOC105245808	105245808	uncharacterized LOC105245808	ncRNA
14	70060936	70063615	-	Gm33524	102636467	predicted gene, 33524, transcript variant X4	ncRNA
14	70077445	70077598	+	Egr3	13655	early growth response 3, transcript variant 2	mRNA
14	70083405	70084267	+	LOC105245809	105245809	uncharacterized LOC105245809	ncRNA
14	70100090	70100196	+	Bin3	57784	bridging integrator 3, transcript variant X2	mRNA
14	70153627	70153853	-	Ccar2	219158	cell cycle activator and apoptosis regulator 2, transcript variant X2	mRNA
14	70159332	70159502	-	9930012K11Rik	268759	RIKEN cDNA 9930012K11 gene, transcript variant 2	mRNA
14	70177609	70177672	-	Pdlim2	213019	PDZ and LIM domain 2, transcript variant 1	mRNA
14	70211956	70212457	-	Sorbs3	20410	sorbin and SH3 domain containing 3, transcript variant X2	mRNA
14	70203419	70203502	+	LOC105245810	105245810	uncharacterized LOC105245810, transcript variant X5	ncRNA
14	70207678	70208012	+	Gm26908	102636905	predicted gene, 26908, transcript variant X2	ncRNA
14	70289181	70289507	-	Ppp3cc	19057	protein phosphatase 3, catalytic subunit, gamma isoform, transcript variant X1	mRNA
14	70247629	70247808	+	Gm33790	102636830	predicted gene, 33790	ncRNA
14	70351280	70351459	-	Slc39a14	213053	solute carrier family 39 (zinc transporter), member 14, transcript variant X4	mRNA
14	70360021	70360700	+	Gm9174	668450	NA	exon
14	70435640	70436916	-	Piwil2	57746	piwi-like RNA-mediated gene silencing 2, transcript variant X1	mRNA
14	70443333	70443471	-	Polr3d	67065	polymerase (RNA) III (DNA directed) polypeptide D, transcript variant 1	mRNA
14	70443510	70443591	+	Mir320	723838	microRNA 320	precursor_RNA
14	70457517	70457803	+	Phyhip	105653	phytanoyl-CoA hydroxylase interacting protein	mRNA
14	70519869	70520260	-	Bmp1	12153	bone morphogenetic protein 1, transcript variant 1	mRNA
14	70505438	70505484	+	LOC105245812	105245812	uncharacterized LOC105245812	ncRNA
14	70515959	70519862	-	LOC105245811	105245811	uncharacterized LOC105245811	ncRNA
14	70524002	70524081	-	Sftpc	20389	surfactant associated protein C	mRNA
14	70530821	70531270	+	Lgi3	213469	leucine-rich repeat LGI family, member 3	mRNA
14	70545218	70545738	+	Reep4	72549	receptor accessory protein 4, transcript variant X1	mRNA
14	70554056	70554112	+	Hr	15460	hairless	mRNA
14	70577847	70578110	+	Nudt18	213484	nudix (nucleoside diphosphate linked moiety X)-type motif 18	mRNA
14	70593969	70594047	-	Fam160b2	239170	family with sequence similarity 160, member B2, transcript variant X1	mRNA
14	70635820	70636048	-	Dmtn	13829	dematin actin binding protein, transcript variant 4	mRNA
14	70636058	70636156	+	LOC102642339	102642339	uncharacterized LOC102642339, transcript variant X2	ncRNA
14	70642145	70643014	-	Fgf17	14171	fibroblast growth factor 17, transcript variant X2	mRNA
14	70659206	70660753	-	Npm2	328440	nucleophosmin/nucleoplasmin 2, transcript variant X5	mRNA
14	70766512	70766628	-	Xpo7	65246	exportin 7	mRNA
14	70722825	70725124	-	LOC102637483	102637483	NA	exon
14	70764528	70766112	+	Dok2	13449	docking protein 2, transcript variant X2	mRNA
14	70790574	70790632	+	Gm34442	102637699	predicted gene, 34442, transcript variant X2	ncRNA
14	70850220	70850391	-	Gm34500	102637773	predicted gene, 34500, transcript variant X3	ncRNA
14	70852933	70852995	+	2410012E07Rik	73648	RIKEN cDNA 2410012E07 gene	ncRNA
14	70890107	70890894	+	Gfra2	14586	glial cell line derived neurotrophic factor family receptor alpha 2, transcript variant 1	mRNA
14	70941724	70941773	-	Gm34588	102637892	predicted gene, 34588, transcript variant X10	ncRNA
14	70994288	70994717	-	Gm34703	102638039	predicted gene, 34703	ncRNA
14	71167227	71167244	-	Gm34757	102638119	predicted gene, 34757, transcript variant X2	ncRNA
14	71251273	71251307	+	Gm4251	100043132	predicted gene 4251, transcript variant 1	ncRNA
14	71420291	71420467	-	LOC105245813	105245813	uncharacterized LOC105245813	ncRNA
14	71620507	71620579	+	Gm34819	102638202	predicted gene, 34819	ncRNA
14	71769931	71770055	+	Gm34998	102638427	predicted gene, 34998, transcript variant X2	ncRNA
14	71819365	71820577	-	Gm9192	668477	NA	exon
14	71856709	71856857	+	4930434J06Rik	74667	RIKEN cDNA 4930434J06 gene	ncRNA
14	72042826	72042936	-	Gm35079	102638542	predicted gene, 35079	ncRNA
14	72131594	72131897	-	LOC105245814	105245814	uncharacterized LOC105245814	ncRNA
14	72184454	72184524	-	LOC105245815	105245815	uncharacterized LOC105245815, transcript variant X2	ncRNA
14	72464652	72464694	-	LOC675947	675947	uncharacterized LOC675947, transcript variant X2	mRNA
14	72483747	72483794	-	Gm30500	102632425	predicted gene, 30500	mRNA
14	72710558	72710686	-	Fndc3a	319448	fibronectin type III domain containing 3A, transcript variant X1	mRNA
14	72680998	72682148	+	Gm35146	102638625	predicted gene, 35146	mRNA
14	72807122	72807587	-	Gm35218	102638724	predicted gene, 35218, transcript variant X3	ncRNA
14	72863286	72863423	-	Gm4606	100043721	predicted gene 4606, transcript variant X2	misc_RNA
14	72851866	72852278	+	LOC105245816	105245816	uncharacterized LOC105245816, transcript variant X2	ncRNA
14	72869579	72869991	-	LOC105245817	105245817	uncharacterized LOC105245817	ncRNA
14	72977746	72978623	-	Gm9198	668487	NA	exon
14	73014327	73014465	+	LOC105245818	105245818	uncharacterized LOC105245818	ncRNA
14	73025603	73026890	+	Gm9199	668489	predicted gene 9199	misc_RNA
14	73028228	73030398	-	Cysltr2	70086	cysteinyl leukotriene receptor 2, transcript variant X1	mRNA
14	73102776	73102957	-	Gm35388	102638953	predicted gene, 35388	ncRNA
14	73138773	73139100	+	Rcbtb2	105670	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2, transcript variant X3	mRNA
14	73325523	73325818	-	Rb1	19645	retinoblastoma 1, transcript variant X1	misc_RNA
14	73206763	73206851	-	Mir687	751541	microRNA 687	precursor_RNA
14	73237891	73240358	+	Lpar6	67168	lysophosphatidic acid receptor 6	mRNA
14	73385010	73385271	-	Itm2b	16432	integral membrane protein 2B	mRNA
14	73474338	73474363	+	Gm35450	102639038	predicted gene, 35450	ncRNA
14	73493091	73494155	+	Gm4266	100043152	NA	exon
14	73510049	73510185	+	Med4	67381	mediator complex subunit 4	mRNA
14	73548034	73548242	-	Nudt15	214254	nudix (nucleoside diphosphate linked moiety X)-type motif 15	mRNA
14	73525319	73525546	+	LOC105245819	105245819	uncharacterized LOC105245819	ncRNA
14	73552786	73552897	+	Sucla2	20916	succinate-Coenzyme A ligase, ADP-forming, beta subunit	mRNA
14	73953894	73955626	-	Gm6984	629578	NA	exon
14	74014852	74015075	+	Gm35517	102639131	predicted gene, 35517	ncRNA
14	74355527	74355746	+	4933402J15Rik	74425	RIKEN cDNA 4933402J15 gene	ncRNA
14	74638797	74639751	-	LOC105245820	105245820	uncharacterized LOC105245820	ncRNA
14	74640840	74642344	+	Htr2a	15558	5-hydroxytryptamine (serotonin) receptor 2A	mRNA
14	74732297	74732521	+	Esd	13885	esterase D/formylglutathione hydrolase, transcript variant 1	mRNA
14	74947384	74947877	-	Lrch1	380916	leucine-rich repeats and calponin homology (CH) domain containing 1, transcript variant 2	mRNA
14	74893537	74894068	+	LOC105245821	105245821	uncharacterized LOC105245821	ncRNA
14	74916414	74922289	+	Gm10847	100038618	predicted gene 10847	misc_RNA
14	74975086	74975148	+	Gm4278	100043169	predicted gene 4278	ncRNA
14	75015878	75016166	+	5031414D18Rik	271221	RIKEN cDNA 5031414D18 gene, transcript variant X3	mRNA
14	75130750	75130962	-	Lrrc63	70859	leucine rich repeat containing 63, transcript variant X2	mRNA
14	75131105	75131204	+	Lcp1	18826	lymphocyte cytosolic protein 1, transcript variant X7	mRNA
14	75136867	75136997	-	Gm15628	100043176	predicted gene 15628	ncRNA
14	75242287	75242425	+	Cpb2	56373	carboxypeptidase B2 (plasma)	mRNA
14	75279976	75282180	-	Gm35679	102639345	predicted gene, 35679, transcript variant X2	ncRNA
14	75284308	75284665	+	Zc3h13	67302	zinc finger CCCH type containing 13, transcript variant X5	mRNA
14	75456592	75456807	-	LOC105245822	105245822	uncharacterized LOC105245822, transcript variant X2	ncRNA
14	75455982	75456190	+	Siah3	380918	seven in absentia homolog 3 (Drosophila)	mRNA
14	75525683	75525767	-	Gm35966	102639723	predicted gene, 35966, transcript variant X2	ncRNA
14	75552871	75553049	-	Gm36060	102639842	predicted gene, 36060	ncRNA
14	75592985	75593116	-	Spert	67926	spermatid associated, transcript variant 4	mRNA
14	75645454	75645645	-	Gm36219	102640061	predicted gene, 36219, transcript variant X2	ncRNA
14	75642259	75642288	+	4930564B18Rik	75272	RIKEN cDNA 4930564B18 gene	mRNA
14	75670952	75671068	-	Gm36106	102639905	predicted gene, 36106, transcript variant X1	ncRNA
14	75754265	75754493	-	Cog3	338337	component of oligomeric golgi complex 3	mRNA
14	75786925	75787043	-	Slc25a30	67554	solute carrier family 25, member 30, transcript variant X2	mRNA
14	75804066	75804297	-	Gm36271	102640130	predicted gene, 36271	ncRNA
14	75844774	75844964	-	Gm4285	100043189	predicted gene 4285	ncRNA
14	75845256	75845456	+	Tpt1	22070	tumor protein, translationally-controlled 1	mRNA
14	75847923	75848034	+	Snora31	100303751	small nucleolar RNA, H/ACA box 31	ncRNA
14	76010680	76010865	-	Gtf2f2	68705	general transcription factor IIF, polypeptide 2	mRNA
14	75929557	75931618	-	Gm9209	668504	NA	exon
